Año,Mes,País destino,Codigo Iso 3166,Femenino,Masculino,Indefinido,Total,Latitud - Longitud
2012,Enero,Afganistán,4,0,1,,1,"(10.886611,-74.776708)"
2012,Enero,Afganistán,4,1,20,,21,"(4.697144,-74.140516)"
2012,Enero,Alemania,276,1,0,,1,"(0.814836,-77.662532)"
2012,Enero,Alemania,276,5,2,,7,"(10.445761,-75.516429)"
2012,Enero,Alemania,276,3,2,,5,"(10.886611,-74.776708)"
2012,Enero,Alemania,276,22,13,,35,"(3.541112,-76.384584)"
2012,Enero,Alemania,276,946,800,,1746,"(4.697144,-74.140516)"
2012,Enero,Alemania,276,12,6,,18,"(6.171601,-75.427454)"
2012,Enero,Andorra,20,1,0,,1,"(4.697144,-74.140516)"
2012,Enero,Angola,24,0,1,,1,"(10.445761,-75.516429)"
2012,Enero,Angola,24,4,21,,25,"(4.697144,-74.140516)"
2012,Enero,Angola,24,1,0,,1,"(6.171601,-75.427454)"
2012,Enero,Angola,24,0,1,,1,"(7.128456,-73.183637)"
2012,Enero,Antigua y Barbuda,28,4,2,,6,"(4.697144,-74.140516)"
2012,Enero,Antigua y Barbuda,28,2,1,,3,"(6.171601,-75.427454)"
2012,Enero,Países Bajos,528,660,525,,1185,"(10.408582,-75.538003)"
2012,Enero,Países Bajos,528,4,0,,4,"(10.445761,-75.516429)"
2012,Enero,Países Bajos,528,4,2,,6,"(10.886611,-74.776708)"
2012,Enero,Países Bajos,528,39,11,,50,"(3.541112,-76.384584)"
2012,Enero,Países Bajos,528,239,138,,377,"(4.697144,-74.140516)"
2012,Enero,Países Bajos,528,1,2,,3,"(4.815061,-75.736532)"
2012,Enero,Países Bajos,528,90,66,,156,"(6.171601,-75.427454)"
2012,Enero,Países Bajos,528,1,0,,1,"(7.128456,-73.183637)"
2012,Enero,Países Bajos,528,0,1,,1,"(7.927209,-72.507910)"
2012,Enero,Arabia Saudita,682,0,1,,1,"(3.541112,-76.384584)"
2012,Enero,Arabia Saudita,682,30,48,,78,"(4.697144,-74.140516)"
2012,Enero,Arabia Saudita,682,1,3,,4,"(6.171601,-75.427454)"
2012,Enero,Argelia,12,0,2,,2,"(3.541112,-76.384584)"
2012,Enero,Argelia,12,5,16,,21,"(4.697144,-74.140516)"
2012,Enero,Argelia,12,0,1,,1,"(4.815061,-75.736532)"
2012,Enero,Argentina,32,4,24,,28,"(0.814836,-77.662532)"
2012,Enero,Argentina,32,15,13,,28,"(10.445761,-75.516429)"
2012,Enero,Argentina,32,17,14,,31,"(10.886611,-74.776708)"
2012,Enero,Argentina,32,2,6,,8,"(12.586067,-81.702563)"
2012,Enero,Argentina,32,173,163,,336,"(3.541112,-76.384584)"
2012,Enero,Argentina,32,3084,3102,,6186,"(4.697144,-74.140516)"
2012,Enero,Argentina,32,6,5,,11,"(4.815061,-75.736532)"
2012,Enero,Argentina,32,219,186,,405,"(6.171601,-75.427454)"
2012,Enero,Argentina,32,5,4,,9,"(7.128456,-73.183637)"
2012,Enero,Argentina,32,1,0,,1,"(7.927209,-72.507910)"
2012,Enero,Aruba,533,2251,1787,,4038,"(10.408582,-75.538003)"
2012,Enero,Aruba,533,3,3,,6,"(10.445761,-75.516429)"
2012,Enero,Aruba,533,16,7,,23,"(10.886611,-74.776708)"
2012,Enero,Aruba,533,209,119,,328,"(11.528919,-72.919681)"
2012,Enero,Aruba,533,22,16,,38,"(3.541112,-76.384584)"
2012,Enero,Aruba,533,1118,996,,2114,"(4.697144,-74.140516)"
2012,Enero,Aruba,533,4,1,,5,"(4.815061,-75.736532)"
2012,Enero,Aruba,533,92,65,,157,"(6.171601,-75.427454)"
2012,Enero,Aruba,533,6,4,,10,"(7.128456,-73.183637)"
2012,Enero,Australia,36,4,2,,6,"(10.445761,-75.516429)"
2012,Enero,Australia,36,3,4,,7,"(10.886611,-74.776708)"
2012,Enero,Australia,36,1,1,,2,"(12.586067,-81.702563)"
2012,Enero,Australia,36,23,17,,40,"(3.541112,-76.384584)"
2012,Enero,Australia,36,1,3,,4,"(4.452882,-75.766298)"
2012,Enero,Australia,36,449,358,,807,"(4.697144,-74.140516)"
2012,Enero,Australia,36,1,1,,2,"(4.815061,-75.736532)"
2012,Enero,Australia,36,58,46,,104,"(6.171601,-75.427454)"
2012,Enero,Australia,36,0,1,,1,"(7.128456,-73.183637)"
2012,Enero,Austria,40,1,2,,3,"(3.541112,-76.384584)"
2012,Enero,Austria,40,26,26,,52,"(4.697144,-74.140516)"
2012,Enero,Austria,40,3,1,,4,"(6.171601,-75.427454)"
2012,Enero,Azerbaiyán,31,1,5,,6,"(4.697144,-74.140516)"
2012,Enero,Bahamas,44,8,3,,11,"(10.445761,-75.516429)"
2012,Enero,Bahamas,44,9,13,,22,"(10.886611,-74.776708)"
2012,Enero,Bahamas,44,8,9,,17,"(3.541112,-76.384584)"
2012,Enero,Bahamas,44,47,53,,100,"(4.697144,-74.140516)"
2012,Enero,Bahamas,44,8,5,,13,"(4.815061,-75.736532)"
2012,Enero,Bahamas,44,37,33,,70,"(6.171601,-75.427454)"
2012,Enero,Bahamas,44,1,2,,3,"(7.128456,-73.183637)"
2012,Enero,Bahamas,44,1,1,,2,"(7.927209,-72.507910)"
2012,Enero,Bahréin,48,1,0,,1,"(4.697144,-74.140516)"
2012,Enero,Bangladesh,50,1,0,,1,"(4.697144,-74.140516)"
2012,Enero,Barbados,52,1,0,,1,"(10.445761,-75.516429)"
2012,Enero,Barbados,52,1,0,,1,"(3.541112,-76.384584)"
2012,Enero,Barbados,52,1,5,,6,"(4.697144,-74.140516)"
2012,Enero,Barbados,52,1,1,,2,"(6.171601,-75.427454)"
2012,Enero,República de Belarús,112,2,3,,5,"(11.360009,-72.129330)"
2012,Enero,República de Belarús,112,3,1,,4,"(3.541112,-76.384584)"
2012,Enero,República de Belarús,112,6,2,,8,"(4.697144,-74.140516)"
2012,Enero,República de Belarús,112,1,0,,1,"(6.171601,-75.427454)"
2012,Enero,República de Belarús,112,12,12,,24,"(7.818934,-72.453226)"
2012,Enero,Bélgica,56,0,1,,1,"(10.445761,-75.516429)"
2012,Enero,Bélgica,56,1,0,,1,"(10.886611,-74.776708)"
2012,Enero,Bélgica,56,9,11,,20,"(3.541112,-76.384584)"
2012,Enero,Bélgica,56,122,79,,201,"(4.697144,-74.140516)"
2012,Enero,Bélgica,56,12,7,,19,"(6.171601,-75.427454)"
2012,Enero,Belice,84,1,1,,2,"(3.541112,-76.384584)"
2012,Enero,Belice,84,3,2,,5,"(4.697144,-74.140516)"
2012,Enero,Bermudas/Territorio Británico de Ultramar,60,1,1,,2,"(4.697144,-74.140516)"
2012,Enero,Bolivia,68,1,1,,2,"(0.814836,-77.662532)"
2012,Enero,Bolivia,68,0,1,,1,"(10.445761,-75.516429)"
2012,Enero,Bolivia,68,1,0,,1,"(10.886611,-74.776708)"
2012,Enero,Bolivia,68,14,27,,41,"(3.541112,-76.384584)"
2012,Enero,Bolivia,68,213,378,,591,"(4.697144,-74.140516)"
2012,Enero,Bolivia,68,0,1,,1,"(4.815061,-75.736532)"
2012,Enero,Bolivia,68,19,27,,46,"(6.171601,-75.427454)"
2012,Enero,Bolivia,68,1,2,,3,"(7.128456,-73.183637)"
2012,Enero,Botsuana,72,1,2,,3,"(4.697144,-74.140516)"
2012,Enero,Brasil,76,117,143,,260,"(-4.197703,-69.941278)"
2012,Enero,Brasil,76,0,1,,1,"(0.814836,-77.662532)"
2012,Enero,Brasil,76,6,9,,15,"(10.445761,-75.516429)"
2012,Enero,Brasil,76,6,12,,18,"(10.886611,-74.776708)"
2012,Enero,Brasil,76,0,1,,1,"(12.586067,-81.702563)"
2012,Enero,Brasil,76,37,52,,89,"(3.541112,-76.384584)"
2012,Enero,Brasil,76,1895,2583,,4478,"(4.697144,-74.140516)"
2012,Enero,Brasil,76,1,2,,3,"(4.815061,-75.736532)"
2012,Enero,Brasil,76,74,81,,155,"(6.171601,-75.427454)"
2012,Enero,Brasil,76,0,1,,1,"(7.128456,-73.183637)"
2012,Enero,Brasil,76,0,1,,1,"(7.927209,-72.507910)"
2012,Enero,Brunei Darussalam,96,0,1,,1,"(4.697144,-74.140516)"
2012,Enero,Bulgaria,100,1,3,,4,"(4.697144,-74.140516)"
2012,Enero,Burkina Faso,854,0,1,,1,"(4.697144,-74.140516)"
2012,Enero,Islas Caimán/Territorio Británico de Ultramar,136,1,0,,1,"(10.445761,-75.516429)"
2012,Enero,Islas Caimán/Territorio Británico de Ultramar,136,27,32,,59,"(12.586067,-81.702563)"
2012,Enero,Islas Caimán/Territorio Británico de Ultramar,136,2,0,,2,"(3.541112,-76.384584)"
2012,Enero,Islas Caimán/Territorio Británico de Ultramar,136,1,0,,1,"(4.697144,-74.140516)"
2012,Enero,Islas Caimán/Territorio Británico de Ultramar,136,1,0,,1,"(6.171601,-75.427454)"
2012,Enero,Camerún,120,1,2,,3,"(4.697144,-74.140516)"
2012,Enero,Canadá,124,275,240,,515,"(10.445761,-75.516429)"
2012,Enero,Canadá,124,39,38,,77,"(10.886611,-74.776708)"
2012,Enero,Canadá,124,22,21,,43,"(12.586067,-81.702563)"
2012,Enero,Canadá,124,197,158,,355,"(3.541112,-76.384584)"
2012,Enero,Canadá,124,43,39,,82,"(4.452882,-75.766298)"
2012,Enero,Canadá,124,2499,2404,,4903,"(4.697144,-74.140516)"
2012,Enero,Canadá,124,8,3,,11,"(4.815061,-75.736532)"
2012,Enero,Canadá,124,366,303,,669,"(6.171601,-75.427454)"
2012,Enero,Canadá,124,15,12,,27,"(7.128456,-73.183637)"
2012,Enero,Canadá,124,0,1,,1,"(7.927209,-72.507910)"
2012,Enero,Chad,148,0,1,,1,"(3.541112,-76.384584)"
2012,Enero,España,724,3,0,,3,"(0.814836,-77.662532)"
2012,Enero,España,724,13,9,,22,"(10.445761,-75.516429)"
2012,Enero,España,724,4,3,,7,"(10.886611,-74.776708)"
2012,Enero,España,724,2462,1561,,4023,"(3.541112,-76.384584)"
2012,Enero,España,724,3,0,,3,"(4.452882,-75.766298)"
2012,Enero,España,724,9246,6637,,15883,"(4.697144,-74.140516)"
2012,Enero,España,724,2,0,,2,"(4.815061,-75.736532)"
2012,Enero,España,724,679,500,,1179,"(6.171601,-75.427454)"
2012,Enero,República Democrática del Congo,180,6,7,,13,"(4.697144,-74.140516)"
2012,Enero,República Democrática del Congo,180,1,4,,5,"(6.171601,-75.427454)"
2012,Enero,República Democrática del Congo,180,2,1,,3,"(7.128456,-73.183637)"
2012,Enero,República de Corea,410,0,1,,1,"(3.541112,-76.384584)"
2012,Enero,República de Corea,410,10,20,,30,"(4.697144,-74.140516)"
2012,Enero,República de Corea,410,0,2,,2,"(6.171601,-75.427454)"
2012,Enero,Costa de Marfil,384,0,2,,2,"(4.697144,-74.140516)"
2012,Enero,Costa Rica,188,27,20,,47,"(10.445761,-75.516429)"
2012,Enero,Costa Rica,188,45,39,,84,"(10.886611,-74.776708)"
2012,Enero,Costa Rica,188,2,26,,28,"(12.5744111,-81.703935)"
2012,Enero,Costa Rica,188,10,7,,17,"(12.586067,-81.702563)"
2012,Enero,Costa Rica,188,2,14,,16,"(13.3387613,-81.372937)"
2012,Enero,Costa Rica,188,83,78,,161,"(3.541112,-76.384584)"
2012,Enero,Costa Rica,188,1009,1031,,2040,"(4.697144,-74.140516)"
2012,Enero,Costa Rica,188,15,10,,25,"(4.815061,-75.736532)"
2012,Enero,Costa Rica,188,335,344,,679,"(6.171601,-75.427454)"
2012,Enero,Costa Rica,188,14,7,,21,"(7.128456,-73.183637)"
2012,Enero,Costa Rica,188,3,2,,5,"(7.927209,-72.507910)"
2012,Enero,Croacia,191,1,0,,1,"(4.697144,-74.140516)"
2012,Enero,Cuba,192,14,11,,25,"(10.445761,-75.516429)"
2012,Enero,Cuba,192,33,27,,60,"(10.886611,-74.776708)"
2012,Enero,Cuba,192,3,2,,5,"(12.586067,-81.702563)"
2012,Enero,Cuba,192,76,81,,157,"(3.541112,-76.384584)"
2012,Enero,Cuba,192,729,626,,1355,"(4.697144,-74.140516)"
2012,Enero,Cuba,192,8,10,,18,"(4.815061,-75.736532)"
2012,Enero,Cuba,192,142,108,,250,"(6.171601,-75.427454)"
2012,Enero,Cuba,192,18,17,,35,"(7.128456,-73.183637)"
2012,Enero,Curazao,99999,0,2,,2,"(10.408582,-75.538003)"
2012,Enero,Curazao,99999,2,0,,2,"(10.886611,-74.776708)"
2012,Enero,Curazao,99999,0,1,,1,"(3.541112,-76.384584)"
2012,Enero,Curazao,99999,627,629,,1256,"(4.697144,-74.140516)"
2012,Enero,Curazao,99999,1,1,,2,"(4.815061,-75.736532)"
2012,Enero,Curazao,99999,183,122,,305,"(6.171601,-75.427454)"
2012,Enero,República Checa,203,10,8,,18,"(4.697144,-74.140516)"
2012,Enero,Chile,152,26,28,,54,"(0.814836,-77.662532)"
2012,Enero,Chile,152,7,4,,11,"(10.445761,-75.516429)"
2012,Enero,Chile,152,35,26,,61,"(10.886611,-74.776708)"
2012,Enero,Chile,152,3,3,,6,"(12.586067,-81.702563)"
2012,Enero,Chile,152,498,363,,861,"(3.541112,-76.384584)"
2012,Enero,Chile,152,2764,2418,,5182,"(4.697144,-74.140516)"
2012,Enero,Chile,152,7,4,,11,"(4.815061,-75.736532)"
2012,Enero,Chile,152,187,144,,331,"(6.171601,-75.427454)"
2012,Enero,Chile,152,5,5,,10,"(7.128456,-73.183637)"
2012,Enero,Chile,152,0,1,,1,"(7.927209,-72.507910)"
2012,Enero,China,156,1,2,,3,"(10.886611,-74.776708)"
2012,Enero,China,156,1,4,,5,"(3.541112,-76.384584)"
2012,Enero,China,156,104,147,,251,"(4.697144,-74.140516)"
2012,Enero,China,156,6,9,,15,"(6.171601,-75.427454)"
2012,Enero,China,156,0,1,,1,"(7.128456,-73.183637)"
2012,Enero,Chipre,196,2,0,,2,"(4.697144,-74.140516)"
2012,Enero,Dinamarca,208,1,0,,1,"(3.541112,-76.384584)"
2012,Enero,Dinamarca,208,25,21,,46,"(4.697144,-74.140516)"
2012,Enero,Dominica,212,13,9,,22,"(0.814836,-77.662532)"
2012,Enero,Dominica,212,3,1,,4,"(3.541112,-76.384584)"
2012,Enero,Dominica,212,1,1,,2,"(4.697144,-74.140516)"
2012,Enero,Ecuador,218,363,408,,771,"(0.25129,-76.875963)"
2012,Enero,Ecuador,218,12427,12838,,25265,"(0.814836,-77.662532)"
2012,Enero,Ecuador,218,171,178,,349,"(1.813928,-78.763924)"
2012,Enero,Ecuador,218,0,4,,4,"(10.408582,-75.538003)"
2012,Enero,Ecuador,218,4,3,,7,"(10.445761,-75.516429)"
2012,Enero,Ecuador,218,6,7,,13,"(10.886611,-74.776708)"
2012,Enero,Ecuador,218,941,928,,1869,"(3.541112,-76.384584)"
2012,Enero,Ecuador,218,2628,4092,,6720,"(4.697144,-74.140516)"
2012,Enero,Ecuador,218,1,2,,3,"(4.815061,-75.736532)"
2012,Enero,Ecuador,218,449,529,,978,"(6.171601,-75.427454)"
2012,Enero,Ecuador,218,1,1,,2,"(7.128456,-73.183637)"
2012,Enero,Ecuador,218,0,1,,1,"(7.927209,-72.507910)"
2012,Enero,Egipto,818,44,34,,78,"(0.814836,-77.662532)"
2012,Enero,Egipto,818,1,0,,1,"(10.886611,-74.776708)"
2012,Enero,Egipto,818,1,2,,3,"(3.541112,-76.384584)"
2012,Enero,Egipto,818,51,50,,101,"(4.697144,-74.140516)"
2012,Enero,El Salvador,222,0,3,,3,"(10.445761,-75.516429)"
2012,Enero,El Salvador,222,6,3,,9,"(10.886611,-74.776708)"
2012,Enero,El Salvador,222,1,1,,2,"(12.586067,-81.702563)"
2012,Enero,El Salvador,222,11,14,,25,"(3.541112,-76.384584)"
2012,Enero,El Salvador,222,551,650,,1201,"(4.697144,-74.140516)"
2012,Enero,El Salvador,222,1,1,,2,"(4.815061,-75.736532)"
2012,Enero,El Salvador,222,12,35,,47,"(6.171601,-75.427454)"
2012,Enero,El Salvador,222,9,8,,17,"(7.128456,-73.183637)"
2012,Enero,Emiratos Árabes,784,1,0,,1,"(10.445761,-75.516429)"
2012,Enero,Emiratos Árabes,784,6,4,,10,"(3.541112,-76.384584)"
2012,Enero,Emiratos Árabes,784,74,92,,166,"(4.697144,-74.140516)"
2012,Enero,Emiratos Árabes,784,4,2,,6,"(6.171601,-75.427454)"
2012,Enero,Eslovaquia,703,1,2,,3,"(4.697144,-74.140516)"
2012,Enero,Eslovaquia,703,1,0,,1,"(6.171601,-75.427454)"
2012,Enero,Eslovenia,705,3,3,,6,"(4.697144,-74.140516)"
2012,Enero,Eslovenia,705,0,1,,1,"(6.171601,-75.427454)"
2012,Enero,Estados Unidos de América,840,0,1,,1,"(0.814836,-77.662532)"
2012,Enero,Estados Unidos de América,840,0,1,,1,"(10.408582,-75.538003)"
2012,Enero,Estados Unidos de América,840,1715,1497,,3212,"(10.445761,-75.516429)"
2012,Enero,Estados Unidos de América,840,1863,1628,,3491,"(10.886611,-74.776708)"
2012,Enero,Estados Unidos de América,840,0,5,,5,"(11.117806,-74.232622)"
2012,Enero,Estados Unidos de América,840,46,54,,100,"(12.586067,-81.702563)"
2012,Enero,Estados Unidos de América,840,4568,3584,,8152,"(3.541112,-76.384584)"
2012,Enero,Estados Unidos de América,840,465,427,,892,"(4.452882,-75.766298)"
2012,Enero,Estados Unidos de América,840,26054,24839,,50893,"(4.697144,-74.140516)"
2012,Enero,Estados Unidos de América,840,373,297,,670,"(4.815061,-75.736532)"
2012,Enero,Estados Unidos de América,840,6472,5828,,12300,"(6.171601,-75.427454)"
2012,Enero,Estados Unidos de América,840,128,125,,253,"(7.128456,-73.183637)"
2012,Enero,Estados Unidos de América,840,6,8,,14,"(7.927209,-72.507910)"
2012,Enero,Etiopia,231,0,4,,4,"(4.697144,-74.140516)"
2012,Enero,Filipinas,608,1,3,,4,"(3.541112,-76.384584)"
2012,Enero,Filipinas,608,5,3,,8,"(4.697144,-74.140516)"
2012,Enero,Filipinas,608,1,4,,5,"(6.171601,-75.427454)"
2012,Enero,Finlandia,246,0,1,,1,"(10.445761,-75.516429)"
2012,Enero,Finlandia,246,1,0,,1,"(3.541112,-76.384584)"
2012,Enero,Finlandia,246,13,8,,21,"(4.697144,-74.140516)"
2012,Enero,Francia,250,3,2,,5,"(10.445761,-75.516429)"
2012,Enero,Francia,250,3,1,,4,"(10.886611,-74.776708)"
2012,Enero,Francia,250,61,38,,99,"(3.541112,-76.384584)"
2012,Enero,Francia,250,1542,1195,,2737,"(4.697144,-74.140516)"
2012,Enero,Francia,250,41,24,,65,"(6.171601,-75.427454)"
2012,Enero,Gabón,266,0,7,,7,"(4.697144,-74.140516)"
2012,Enero,Georgia,268,4,1,,5,"(4.697144,-74.140516)"
2012,Enero,Ghana,288,0,5,,5,"(4.697144,-74.140516)"
2012,Enero,Gibraltar/Territorio Británico de Ultramar,292,1,0,,1,"(0.814836,-77.662532)"
2012,Enero,Granada,308,0,2,,2,"(4.697144,-74.140516)"
2012,Enero,Grecia,300,7,1,,8,"(4.697144,-74.140516)"
2012,Enero,Grecia,300,2,0,,2,"(6.171601,-75.427454)"
2012,Enero,Guatemala,320,5,8,,13,"(10.445761,-75.516429)"
2012,Enero,Guatemala,320,7,9,,16,"(10.886611,-74.776708)"
2012,Enero,Guatemala,320,1,1,,2,"(12.586067,-81.702563)"
2012,Enero,Guatemala,320,62,82,,144,"(3.541112,-76.384584)"
2012,Enero,Guatemala,320,205,324,,529,"(4.697144,-74.140516)"
2012,Enero,Guatemala,320,10,15,,25,"(4.815061,-75.736532)"
2012,Enero,Guatemala,320,93,140,,233,"(6.171601,-75.427454)"
2012,Enero,Guatemala,320,10,9,,19,"(7.128456,-73.183637)"
2012,Enero,Guatemala,320,3,0,,3,"(7.927209,-72.507910)"
2012,Enero,Guyana,328,0,12,,12,"(12.5744111,-81.703935)"
2012,Enero,Guyana,328,3,6,,9,"(4.697144,-74.140516)"
2012,Enero,Guyana,328,0,1,,1,"(6.171601,-75.427454)"
2012,Enero,Guinea,324,0,1,,1,"(3.541112,-76.384584)"
2012,Enero,Guinea,324,1,6,,7,"(4.697144,-74.140516)"
2012,Enero,Guinea Ecuatorial,226,2,3,,5,"(3.541112,-76.384584)"
2012,Enero,Guinea Ecuatorial,226,3,13,,16,"(4.697144,-74.140516)"
2012,Enero,Guadalupe/Territorio Francés,312,0,1,,1,"(10.445761,-75.516429)"
2012,Enero,Haití,332,3,4,,7,"(10.886611,-74.776708)"
2012,Enero,Haití,332,0,2,,2,"(3.541112,-76.384584)"
2012,Enero,Haití,332,11,22,,33,"(4.697144,-74.140516)"
2012,Enero,Haití,332,1,6,,7,"(6.171601,-75.427454)"
2012,Enero,Haití,332,0,1,,1,"(7.128456,-73.183637)"
2012,Enero,Honduras,340,3,7,,10,"(10.445761,-75.516429)"
2012,Enero,Honduras,340,6,4,,10,"(10.886611,-74.776708)"
2012,Enero,Honduras,340,0,2,,2,"(12.586067,-81.702563)"
2012,Enero,Honduras,340,20,49,,69,"(3.541112,-76.384584)"
2012,Enero,Honduras,340,104,171,,275,"(4.697144,-74.140516)"
2012,Enero,Honduras,340,2,3,,5,"(4.815061,-75.736532)"
2012,Enero,Honduras,340,31,60,,91,"(6.171601,-75.427454)"
2012,Enero,Honduras,340,1,9,,10,"(7.128456,-73.183637)"
2012,Enero,Hong Kong,344,22,39,,61,"(4.697144,-74.140516)"
2012,Enero,Hong Kong,344,3,2,,5,"(6.171601,-75.427454)"
2012,Enero,Hungría,348,7,6,,13,"(4.697144,-74.140516)"
2012,Enero,India,356,3,0,,3,"(10.886611,-74.776708)"
2012,Enero,India,356,35,43,,78,"(4.697144,-74.140516)"
2012,Enero,India,356,2,2,,4,"(6.171601,-75.427454)"
2012,Enero,Indonesia,360,0,1,,1,"(10.445761,-75.516429)"
2012,Enero,Indonesia,360,9,10,,19,"(4.697144,-74.140516)"
2012,Enero,Indonesia,360,1,1,,2,"(6.171601,-75.427454)"
2012,Enero,Iraq,368,1,0,,1,"(3.541112,-76.384584)"
2012,Enero,Iraq,368,1,11,,12,"(4.697144,-74.140516)"
2012,Enero,Irán,364,3,4,,7,"(4.697144,-74.140516)"
2012,Enero,República de Irlanda,372,2,0,,2,"(10.445761,-75.516429)"
2012,Enero,República de Irlanda,372,16,14,,30,"(4.697144,-74.140516)"
2012,Enero,República de Irlanda,372,1,0,,1,"(6.171601,-75.427454)"
2012,Enero,Islandia,352,0,1,,1,"(10.445761,-75.516429)"
2012,Enero,Islandia,352,4,3,,7,"(4.697144,-74.140516)"
2012,Enero,Israel,376,3,2,,5,"(3.541112,-76.384584)"
2012,Enero,Israel,376,123,95,,218,"(4.697144,-74.140516)"
2012,Enero,Israel,376,2,3,,5,"(6.171601,-75.427454)"
2012,Enero,Italia,380,12,4,,16,"(10.445761,-75.516429)"
2012,Enero,Italia,380,2,1,,3,"(10.886611,-74.776708)"
2012,Enero,Italia,380,1,0,,1,"(12.586067,-81.702563)"
2012,Enero,Italia,380,111,38,,149,"(3.541112,-76.384584)"
2012,Enero,Italia,380,921,524,,1445,"(4.697144,-74.140516)"
2012,Enero,Italia,380,35,16,,51,"(6.171601,-75.427454)"
2012,Enero,Islas Cook,184,0,1,,1,"(4.697144,-74.140516)"
2012,Enero,Jamaica,388,1,0,,1,"(10.408582,-75.538003)"
2012,Enero,Jamaica,388,2,1,,3,"(10.445761,-75.516429)"
2012,Enero,Jamaica,388,2,3,,5,"(10.886611,-74.776708)"
2012,Enero,Jamaica,388,3,4,,7,"(3.541112,-76.384584)"
2012,Enero,Jamaica,388,42,31,,73,"(4.697144,-74.140516)"
2012,Enero,Jamaica,388,2,3,,5,"(4.815061,-75.736532)"
2012,Enero,Jamaica,388,91,79,,170,"(6.171601,-75.427454)"
2012,Enero,Jamaica,388,5,3,,8,"(7.128456,-73.183637)"
2012,Enero,Japón,392,0,2,,2,"(10.886611,-74.776708)"
2012,Enero,Japón,392,2,2,,4,"(3.541112,-76.384584)"
2012,Enero,Japón,392,44,47,,91,"(4.697144,-74.140516)"
2012,Enero,Japón,392,1,3,,4,"(6.171601,-75.427454)"
2012,Enero,Jordania,400,3,1,,4,"(4.697144,-74.140516)"
2012,Enero,Kazajistán,398,3,4,,7,"(4.697144,-74.140516)"
2012,Enero,Kenia,404,0,1,,1,"(3.541112,-76.384584)"
2012,Enero,Kenia,404,6,3,,9,"(4.697144,-74.140516)"
2012,Enero,Kenia,404,1,0,,1,"(6.171601,-75.427454)"
2012,Enero,Kuwait,414,0,1,,1,"(3.541112,-76.384584)"
2012,Enero,Kuwait,414,1,2,,3,"(4.697144,-74.140516)"
2012,Enero,Letonia,428,0,5,,5,"(4.697144,-74.140516)"
2012,Enero,Lituania,440,2,0,,2,"(3.541112,-76.384584)"
2012,Enero,Lituania,440,0,3,,3,"(4.697144,-74.140516)"
2012,Enero,Líbano,422,1,0,,1,"(12.586067,-81.702563)"
2012,Enero,Líbano,422,1,0,,1,"(3.541112,-76.384584)"
2012,Enero,Líbano,422,13,12,,25,"(4.697144,-74.140516)"
2012,Enero,Liberia,430,0,1,,1,"(4.697144,-74.140516)"
2012,Enero,Luxemburgo,442,0,1,,1,"(3.541112,-76.384584)"
2012,Enero,Luxemburgo,442,4,4,,8,"(4.697144,-74.140516)"
2012,Enero,Madagascar,450,0,1,,1,"(4.697144,-74.140516)"
2012,Enero,Malasia,458,1,0,,1,"(12.586067,-81.702563)"
2012,Enero,Malasia,458,5,16,,21,"(4.697144,-74.140516)"
2012,Enero,Malasia,458,0,1,,1,"(6.171601,-75.427454)"
2012,Enero,Malí,466,0,1,,1,"(4.697144,-74.140516)"
2012,Enero,Malta,470,1,0,,1,"(3.541112,-76.384584)"
2012,Enero,Malta,470,7,5,,12,"(4.697144,-74.140516)"
2012,Enero,Marruecos,504,4,8,,12,"(4.697144,-74.140516)"
2012,Enero,Marruecos,504,1,0,,1,"(6.171601,-75.427454)"
2012,Enero,Mauricio,480,0,1,,1,"(4.697144,-74.140516)"
2012,Enero,Martinica/Departamento de Ultramar Francés,474,0,3,,3,"(4.697144,-74.140516)"
2012,Enero,México,484,0,9,,9,"(10.408582,-75.538003)"
2012,Enero,México,484,25,28,,53,"(10.445761,-75.516429)"
2012,Enero,México,484,48,53,,101,"(10.886611,-74.776708)"
2012,Enero,México,484,0,9,,9,"(11.247723,-74.213989)"
2012,Enero,México,484,3,5,,8,"(12.586067,-81.702563)"
2012,Enero,México,484,164,189,,353,"(3.541112,-76.384584)"
2012,Enero,México,484,5331,5284,,10615,"(4.697144,-74.140516)"
2012,Enero,México,484,19,20,,39,"(4.815061,-75.736532)"
2012,Enero,México,484,415,396,,811,"(6.171601,-75.427454)"
2012,Enero,México,484,16,18,,34,"(7.128456,-73.183637)"
2012,Enero,México,484,5,3,,8,"(7.927209,-72.507910)"
2012,Enero,República de Moldavia,498,0,2,,2,"(4.697144,-74.140516)"
2012,Enero,Mónaco,492,2,0,,2,"(4.697144,-74.140516)"
2012,Enero,Montenegro,499,1,0,,1,"(4.697144,-74.140516)"
2012,Enero,Mozambique,508,4,1,,5,"(4.697144,-74.140516)"
2012,Enero,Mozambique,508,1,0,,1,"(6.171601,-75.427454)"
2012,Enero,Nauru,520,0,1,,1,"(7.128456,-73.183637)"
2012,Enero,Nicaragua,558,1,0,,1,"(10.445761,-75.516429)"
2012,Enero,Nicaragua,558,5,9,,14,"(10.886611,-74.776708)"
2012,Enero,Nicaragua,558,0,1,,1,"(12.586067,-81.702563)"
2012,Enero,Nicaragua,558,11,15,,26,"(3.541112,-76.384584)"
2012,Enero,Nicaragua,558,56,79,,135,"(4.697144,-74.140516)"
2012,Enero,Nicaragua,558,5,2,,7,"(4.815061,-75.736532)"
